Symbol,Name,MarketCap,IPOyear,Sector,industry,Summary Quote
RGDO,"Regado BioSciences, Inc.",99054192.06,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgdo
REGN,"Regeneron Pharmaceuticals, Inc.",28522212482,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGLS,Regulus Therapeutics Inc.,247984470,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",180956735.6,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,"Reliv&#39; International, Inc.",33809794.6,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,"Remark Media, Inc.",27441232,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
REMY,"Remy International, Inc.",698055571,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/remy
RNST,Renasant Corporation,904788016.6,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",507401567,1985,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RCII,Rent-A-Center Inc.,1833662761,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,"Rentech, Inc.",390126992.7,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RENT,Rentrak Corporation,478769295.6,1983,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rent
RGEN,Repligen Corporation,401408187.8,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,344918131.2,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RPRXW,Repros Therapeutics Inc.,0,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprxw
RPRXZ,Repros Therapeutics Inc.,0,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprxz
RJET,"Republic Airways Holdings, Inc.",498208281.1,2004,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/rjet
RBCAA,"Republic Bancorp, Inc.",426826551.1,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",81814625.55,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,113434670.3,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
REXI,"Resource America, Inc.",172258704.3,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/rexi
RECN,"Resources Connection, Inc.",517218263.1,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
RGDX,"Response Genetics, Inc.",42810566.25,2007,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/rgdx
MKTG,"Responsys, Inc.",841875341.6,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mktg
ROIC,Retail Opportunity Investments Corp.,1037701224,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
ROICU,Retail Opportunity Investments Corp.,0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roicu
ROICW,Retail Opportunity Investments Corp.,0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roicw
SALE,"RetailMeNot, Inc.",1605435353,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale
RVLT,"Revolution Lighting Technologies, Inc.",263167611.8,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/rvlt
REXX,Rex Energy Corporation,963174505.2,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",74639752,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RFMD,"RF Micro Devices, Inc.",1439960438,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rfmd
RGCO,RGC Resources Inc.,91282884.7,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RELL,"Richardson Electronics, Ltd.",158975315.6,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RICK,"Rick&#39;s Cabaret International, Inc.",102737483.3,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RIGL,"Rigel Pharmaceuticals, Inc.",242182047.3,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",710129110.5,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RITT,RIT Technologies Ltd.,25384366.8,1997,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ritt
RIVR,River Valley Bancorp.,41025913.98,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rivr
RVBD,"Riverbed Technology, Inc.",2846509808,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/rvbd
RVSB,Riverview Bancorp Inc,59101070.7,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",68031466.35,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,94156744,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,Robo-Stox Global Robotics and Automation Index ETF,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
ROCM,Rochester Medical Corporation,246945667.1,1990,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rocm
FUEL,Rocket Fuel Inc.,1607142210,1986,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
RCKB,"Rockville Financial, Inc.",351592882.1,n/a,Finance,Banks,http://www.nasdaq.com/symbol/rckb
RMTI,"Rockwell Medical, Inc.",512373880.4,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",124998530.2,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",76937518.8,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
RSTI,"Rofin-Sinar Technologies, Inc.",668204712.2,1996,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rsti
ROIQ,ROI Acquisition Corp. II,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/roiq
ROIQU,ROI Acquisition Corp. II,125625000,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/roiqu
ROIQW,ROI Acquisition Corp. II,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/roiqw
ROMA,Roma Financial Corporation,581916974,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/roma
ROSG,Rosetta Genomics Ltd.,25030178.24,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROSE,Rosetta Resources Inc.,3285781603,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
ROST,"Ross Stores, Inc.",17068146140,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
ROVI,Rovi Corporation,1736224563,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/rovi
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",14690775.1,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,"Royal Gold, Inc.",3016269499,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
ROYL,"Royale Energy, Inc.",38344648.44,1970,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royl
FUND,"Royce Focus Trust, Inc.",164248780.5,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fund
RPXC,RPX Corporation,889450165.2,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RRST,RRSat Global Communications Network Ltd.,137731694.3,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rrst
RTIX,"RTI Surgical, Inc.",169161789,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",232251459.8,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RTEC,"Rudolph Technologies, Inc.",341607668.9,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
RUSHA,"Rush Enterprises, Inc.",818167392,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",254883096.8,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",479550507.8,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RYAAY,Ryanair Holdings plc,13153140000,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",721451279.3,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,69392283.06,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SANWZ,S&W Seed Company,0,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanwz
SYBT,"S.Y. Bancorp, Inc.",438860292.7,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
SYBTP,"S.Y. Bancorp, Inc.",0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybtp
SBRA,"Sabra Healthcare REIT, Inc.",983794059.7,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",140875000,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SAEX,"SAExploration Holdings, Inc.",99313740.24,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",843921792,1993,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SGNT,"Sagent Pharmaceuticals, Inc.",748554280.7,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgnt
SAIA,"Saia, Inc.",776710357.2,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SALM,Salem Communications Corporation,165552812.1,1992,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",44121121.8,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SLXP,"Salix Pharmaceuticals, Ltd.",5334977401,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/slxp
SAFM,"Sanderson Farms, Inc.",1510846188,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SNDK,SanDisk Corporation,15606841593,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/sndk
SASR,"Sandy Spring Bancorp, Inc.",641664593.5,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo BioSciences, Inc.",592635167.2,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,1290008098,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SNTS,"Santarus, Inc.",2142084763,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snts
SPNS,Sapiens International Corporation N.V.,268498162.7,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SAPE,Sapient Corporation,2185580496,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/sape
SRPT,"Sarepta Therapeutics, Inc.",441159845,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SBFG,"SB Financial Group, Inc.",39443994.9,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBAC,SBA Communications Corporation,11651201653,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",1132235938,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",7776366,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",829974479.4,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,948082594.5,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"SciClone Pharmaceuticals, Inc.",260173477.1,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,1574490364,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SQI,"SciQuest, Inc.",591936872.9,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sqi
SEAC,"SeaChange International, Inc.",446340568.5,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,209754479.1,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology.,15592858869,1988,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,14111952.76,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SHLD,Sears Holdings Corporation,6569189560,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHOS,"Sears Hometown and Outlet Stores, Inc.",662747936.2,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SGEN,"Seattle Genetics, Inc.",4894353547,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
SNFCA,Security National Financial Corporation,71928958,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,5701721131,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SCSS,Select Comfort Corporation,1114231140,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SLTC,"Selectica, Inc.",22019823,1980,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sltc
SIGI,"Selective Insurance Group, Inc.",1479706797,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,SemiLEDS Corporation,33035328.2,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,2164092460,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,313336913.8,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,59727872,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNMX,"Senomyx, Inc.",175149180.9,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SQNM,"Sequenom, Inc.",264991930,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sqnm
SQBG,"Sequential Brands Group, Inc.",135430715.6,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
SREV,"ServiceSource International, Inc.",775277234.2,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SEV,"Sevcon, Inc.",17371940,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
SVBI,Severn Bancorp Inc,48823393.15,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SFXE,"SFX Entertainment, Inc.",725429527.2,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/sfxe
SGOC,"SGOCO Group, Ltd",66932749.24,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
GAME,Shanda Games Limited,1139187402,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/game
SMED,Sharps Compliance Corp,71146785.76,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHEN,Shenandoah Telecommunications Co,629712603.8,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
SHFL,"SHFL Entertainment, Inc.",1310839743,1992,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/shfl
SHLO,"Shiloh Industries, Inc.",311486900.3,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
SHPG,Shire plc,25300990652,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",523325480,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,76236213.89,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
SHOR,"ShoreTel, Inc.",444297668.2,1986,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor
SFLY,"Shutterfly, Inc.",1882012621,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",115071794.7,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
SIEB,Siebert Financial Corp.,35998755.38,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
BSRR,Sierra Bancorp,251422830.9,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
SWIR,"Sierra Wireless, Inc.",552784460.5,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,348101498.6,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGA,SIGA Technologies Inc.,172784609.6,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/siga
SIGM,"Sigma Designs, Inc.",178024983.7,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SIAL,Sigma-Aldrich Corporation,10089016516,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/sial
SGMA,"SigmaTron International, Inc.",20915304.96,1972,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,4913679487,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
SLGN,"Silgan Holdings, Inc.",2858768216,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,320317885.3,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SGI,Silicon Graphics International Corp,417609554.7,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sgi
SIMG,"Silicon Image, Inc.",410021806.5,1999,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/simg
SLAB,"Silicon Laboratories, Inc.",1725294496,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,425557012.7,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",3603456000,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
EAGL,Silver Eagle Acquisition Corp.,540759776.2,1992,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
EAGLU,Silver Eagle Acquisition Corp.,410312500,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu
EAGLW,Silver Eagle Acquisition Corp.,0,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw
SSRI,Silver Standard Resources Inc.,486949237,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssri
SAMG,Silvercrest Asset Management Group Inc.,171387687.9,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SFNC,Simmons First National Corporation,557278939.8,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
SMPL,Simplicity Bancorp Inc.,122140914.5,1996,Finance,Savings Institutions,http://www.nasdaq.com/symbol/smpl
SLP,"Simulations Plus, Inc.",84322502.44,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,5058570817,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",3350094111,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc",25134432.68,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/scok
SINO,"Sino-Global Shipping America, Ltd.",8749144.26,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",324489294.3,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Radio Inc.,22824109085,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
SIRO,"Sirona Dental Systems, Inc.",3908342883,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/siro
SKUL,"Skullcandy, Inc.",163336098.2,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/skul
MOBI,Sky-mobi Limited,120377750,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobi
SPU,"SkyPeople Fruit Juice, Inc.",50923463.09,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/spu
SKBI,Skystar Bio-Pharmaceutical Company,37567712,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/skbi
SKYW,"SkyWest, Inc.",810918154.4,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",4798592686,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
ISM,SLM Corporation,0,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism
JSM,SLM Corporation,0,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm
OSM,SLM Corporation,0,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/osm
SLM,SLM Corporation,11203261343,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
SLMAP,SLM Corporation,155100000,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap
SLMBP,SLM Corporation,275200000,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
SMT,SMART Technologies Inc.,98316878.4,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/smt
SPRO,SmartPros Ltd.,10011044.35,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/spro
SWHC,Smith & Wesson Holding Corporation,715492315.1,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/swhc
SMSI,"Smith Micro Software, Inc.",39255465.48,1984,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,34341447.24,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
LNCE,"Snyder&#39;s-Lance, Inc.",1939014850,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
SODA,SodaStream International Ltd.,1157113217,1987,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,2428536923,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,977988758.6,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,209305186.6,1993,n/a,n/a,http://www.nasdaq.com/symbol/suns
SCTY,SolarCity Corporation,4319819939,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/scty
SZYM,"Solazyme, Inc.",596345286.3,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/szym
SLTM,"Solta Medical, Inc",157172460.8,1983,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/sltm
SONC,Sonic Corp.,1073745884,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",40431520.15,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SONS,"Sonus Networks, Inc.",815015401,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SPHS,"Sophiris Bio, Inc.",73318790.27,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",80308471.36,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",193912867.6,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,52667743.32,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
SOHOL,Sotherly Hotels LP,0,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohol
SFBC,"Sound Financial Bancorp, Inc.",42639783.9,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
SOCB,Southcoast Financial Corporation,40792677.12,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb
SFST,"Southern First Bancshares, Inc.",60305987.34,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",102108616.7,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",114047686.1,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",492071027.5,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
OKSB,"Southwest Bancorp, Inc.",307965048.5,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
SPBC,"SP Bancorp, Inc.",30575025,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/spbc
SPAN,"Span-America Medical Systems, Inc.",54855889.28,1983,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span
SBSA,"Spanish Broadcasting System, Inc.",26029376,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbsa
SGRP,"SPAR Group, Inc.",40155143.28,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp
SPAR,"Spartan Motors, Inc.",214062276.8,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar
SPTN,"Spartan Stores, Inc.",503988687.4,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn
SPPI,"Spectrum Pharmaceuticals, Inc.",595725635.8,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi
